Timestamp,Relative time (in days),T (°C),RH (%),CO2 (ppm),NO2 (ppb),O3 (ppb),NO (ppb),SO2 (ppb),CO (ppb),H2S (ppb),TVOC (µg/m3 eq.),PM1 (ug/m3),PM2.5 (ug/m3),PM10 (ug/m3)
2021-03-17T14:49:07.141115,2.229,19.21,41.68,578.47,14.80,21.99,3.46,1.00,269.48,0.27,411.89,5.35,10.91,12.57
2021-03-17T14:52:07.325594,2.231,19.21,41.47,586.66,16.49,18.17,3.60,1.05,268.73,0.26,411.89,5.35,11.13,15.26
2021-03-17T14:55:07.507552,2.233,19.21,41.47,579.49,15.65,16.15,3.55,0.96,268.95,0.26,399.00,5.50,10.79,14.51
2021-03-17T14:58:07.692789,2.235,19.11,41.26,571.30,15.65,17.27,3.55,1.02,267.54,0.25,399.00,5.96,12.50,17.10
2021-03-17T15:01:07.875255,2.238,19.11,41.26,574.37,15.22,17.20,3.50,1.01,268.51,0.26,399.00,5.81,11.36,13.43
2021-03-17T15:04:08.060338,2.240,19.11,41.05,559.01,13.96,19.97,3.46,1.01,265.93,0.24,373.24,5.66,10.79,18.61
2021-03-17T15:07:08.245217,2.242,19.11,41.05,561.05,13.53,20.65,3.31,0.99,264.95,0.25,360.36,5.66,10.91,13.76
2021-03-17T15:10:08.427639,2.244,19.11,40.84,564.13,15.65,17.65,3.75,1.00,262.80,0.23,360.36,5.66,11.93,18.07
2021-03-17T15:13:08.610219,2.246,19.11,40.74,556.96,13.96,18.10,3.31,0.98,263.66,0.24,360.36,5.81,11.13,12.79
2021-03-17T15:16:08.792625,2.248,19.01,40.74,553.88,13.96,19.60,3.70,1.00,262.37,0.22,347.48,5.96,12.16,14.94
2021-03-17T15:19:09.007922,2.250,19.11,40.84,554.91,14.38,17.80,3.41,0.99,261.50,0.23,347.48,5.66,11.93,19.90
2021-03-17T15:22:09.220118,2.252,19.01,40.84,546.71,14.38,18.92,3.70,0.95,259.88,0.23,360.36,5.66,10.56,13.54
2021-03-17T15:25:09.448188,2.254,19.01,40.74,553.88,17.76,13.52,3.46,0.94,256.54,0.23,347.48,5.35,9.99,12.89
2021-03-17T15:28:09.652188,2.256,19.11,40.74,555.93,17.34,18.31,3.84,0.94,256.97,0.22,347.48,5.35,10.56,12.57
2021-03-17T15:31:09.858193,2.258,19.01,40.74,548.76,16.92,13.75,3.60,0.92,256.22,0.23,334.59,5.50,10.79,13.32
2021-03-17T15:34:10.061167,2.260,19.01,40.74,544.67,16.92,20.86,3.55,0.92,253.31,0.22,321.71,5.20,10.68,16.56
2021-03-17T15:37:10.264762,2.263,18.91,40.84,539.54,15.65,14.28,3.84,0.89,253.52,0.21,308.83,4.90,10.34,15.37
2021-03-17T15:40:10.482888,2.265,18.81,40.74,545.69,13.53,19.90,3.11,0.93,251.15,0.21,308.83,4.15,8.74,14.40
2021-03-17T15:43:10.687056,2.267,18.81,40.84,551.84,13.53,21.77,3.46,0.91,248.24,0.21,295.95,4.15,8.05,10.74
2021-03-17T15:46:10.893175,2.269,18.71,40.74,546.71,13.11,21.32,3.65,0.95,248.13,0.20,295.95,3.85,7.60,13.97
2021-03-17T15:49:11.096863,2.271,18.71,40.95,544.67,14.38,20.42,3.50,0.94,246.40,0.21,283.07,3.55,6.68,8.26
2021-03-17T15:52:11.318354,2.273,18.61,41.05,531.35,12.26,19.68,3.21,0.90,246.08,0.21,295.95,3.70,8.62,13.54
2021-03-17T15:55:11.544882,2.275,18.61,40.95,545.69,13.96,21.10,3.46,0.92,245.00,0.21,283.07,3.85,8.39,15.48
2021-03-17T15:58:11.749382,2.277,18.61,41.05,547.74,14.38,20.05,3.41,0.97,243.06,0.20,283.07,4.00,8.74,12.25
2021-03-17T16:01:11.970192,2.279,18.61,41.05,538.52,13.53,22.90,3.36,0.91,243.81,0.21,283.07,3.70,7.94,10.74
2021-03-17T16:04:12.176787,2.281,18.50,41.16,531.35,14.80,17.50,3.21,0.91,243.17,0.22,270.18,3.70,8.28,13.65
2021-03-17T16:07:12.383785,2.283,18.50,41.36,544.67,15.22,22.07,3.41,0.96,241.55,0.21,270.18,3.70,8.39,15.05
2021-03-17T16:10:12.506466,2.285,18.50,41.36,543.64,13.96,24.47,3.16,0.95,242.30,0.21,270.18,3.70,7.71,10.09
2021-03-17T16:13:12.725418,2.288,18.40,41.47,546.71,16.49,25.28,2.92,0.88,242.95,0.21,270.18,4.00,8.28,11.60
2021-03-17T16:16:12.928957,2.290,18.40,41.57,547.74,17.76,22.51,3.11,0.91,241.87,0.22,270.18,4.15,9.19,13.65
2021-03-17T16:19:13.108041,2.292,18.40,41.68,542.62,17.34,25.43,2.97,0.87,243.27,0.22,270.18,4.15,8.74,14.62
2021-03-17T16:22:13.315585,2.294,18.30,41.99,539.54,18.61,19.28,2.63,0.84,240.79,0.23,270.18,4.75,9.99,16.13
2021-03-17T16:25:13.519959,2.296,18.30,41.99,535.45,19.88,19.13,2.97,0.85,238.96,0.22,270.18,4.90,10.79,15.26
2021-03-17T16:28:13.736059,2.298,18.30,42.10,533.40,17.76,20.63,2.82,0.81,240.25,0.23,270.18,4.45,9.76,12.03
2021-03-17T16:31:13.936171,2.300,18.20,42.10,536.47,17.76,24.38,3.02,0.94,239.72,0.22,270.18,5.05,11.13,13.65
2021-03-17T16:34:14.142865,2.302,18.20,42.20,538.52,16.07,24.83,2.77,0.84,239.50,0.23,257.30,5.20,11.48,14.83
2021-03-17T16:37:14.349163,2.304,18.20,42.30,535.45,17.34,21.68,2.58,0.90,239.50,0.23,257.30,5.20,11.13,15.26
2021-03-17T16:40:14.553423,2.306,18.20,42.20,538.52,14.80,27.61,2.68,0.93,238.53,0.23,270.18,5.20,11.48,14.73
2021-03-17T16:43:14.758808,2.308,18.10,42.41,541.59,14.38,23.42,2.92,0.93,238.96,0.23,257.30,5.66,12.28,17.21
2021-03-17T16:46:14.966362,2.310,18.10,42.41,540.57,15.22,25.81,2.48,0.93,238.53,0.23,257.30,5.20,12.28,16.24
2021-03-17T16:49:15.175681,2.313,18.10,42.62,529.30,17.34,20.19,2.48,0.92,237.67,0.24,257.30,5.81,13.87,21.73
2021-03-17T16:52:15.382690,2.315,18.00,42.62,533.40,22.84,21.89,3.21,0.87,238.21,0.23,257.30,5.81,14.33,23.78
2021-03-17T16:55:15.587670,2.317,18.10,42.62,540.57,24.53,19.56,3.02,0.74,239.18,0.23,257.30,6.11,15.24,19.90
2021-03-17T16:58:15.794148,2.319,18.10,42.72,550.81,24.53,22.18,2.77,0.71,238.74,0.23,257.30,6.26,15.36,24.11
2021-03-17T17:01:16.005236,2.321,18.00,42.72,538.52,25.37,18.58,2.53,0.73,239.93,0.23,257.30,6.56,16.16,20.22
2021-03-17T17:04:16.207795,2.323,18.00,42.83,537.50,21.99,23.24,2.58,0.79,239.18,0.22,257.30,5.50,12.96,17.42
2021-03-17T17:07:16.414753,2.325,18.10,42.93,541.59,21.57,20.17,2.14,0.84,236.80,0.23,257.30,5.96,15.02,24.11
2021-03-17T17:10:16.616650,2.327,18.00,43.04,527.25,19.88,20.63,2.29,0.85,238.21,0.23,244.42,5.96,14.90,24.00
2021-03-17T17:13:16.817063,2.329,18.00,42.83,535.45,19.88,23.62,2.48,0.82,236.48,0.23,244.42,5.81,14.22,22.60
2021-03-17T17:16:17.021085,2.331,18.00,42.72,537.50,21.14,17.85,2.19,0.81,239.72,0.23,244.42,5.20,12.62,25.51
2021-03-17T17:19:17.260267,2.333,18.00,42.83,543.64,20.72,19.65,2.34,0.80,237.77,0.22,244.42,5.35,12.62,16.67
2021-03-17T17:22:17.461326,2.335,17.90,42.72,540.57,19.45,21.68,2.09,0.79,237.34,0.23,244.42,5.05,11.48,14.94
2021-03-17T17:25:17.698420,2.338,17.90,42.72,550.81,19.03,27.22,2.48,0.80,235.72,0.21,231.54,5.05,12.96,19.79
2021-03-17T17:28:17.943783,2.340,17.90,42.72,545.69,19.45,22.05,2.19,0.80,236.05,0.22,231.54,4.90,12.39,16.99
2021-03-17T17:31:18.166080,2.342,17.79,42.72,538.52,18.61,23.78,2.29,0.82,235.83,0.21,231.54,4.75,11.48,21.73
2021-03-17T17:34:18.421264,2.344,17.79,42.72,534.42,18.18,24.08,2.29,0.84,233.35,0.21,218.66,4.45,10.56,15.91
2021-03-17T17:37:18.652413,2.346,17.79,42.72,536.47,14.80,26.11,2.14,0.84,234.86,0.22,231.54,4.45,10.91,18.71
2021-03-17T17:40:18.879517,2.348,17.79,42.72,537.50,17.76,22.51,1.95,0.85,234.00,0.22,231.54,4.90,12.16,21.30
2021-03-17T17:43:19.082990,2.350,17.79,42.51,547.74,16.92,24.23,2.14,0.83,234.21,0.22,231.54,4.60,10.68,16.77
2021-03-17T17:46:19.261790,2.352,17.79,42.72,539.54,19.45,19.43,1.95,0.81,234.54,0.21,218.66,4.90,12.16,18.82
2021-03-17T17:49:19.470158,2.354,17.79,42.62,541.59,17.34,24.30,2.04,0.79,233.78,0.21,218.66,4.60,10.91,16.45
2021-03-17T17:52:19.684740,2.356,17.69,42.62,538.52,15.65,24.76,2.43,0.83,232.49,0.21,218.66,4.60,10.56,15.05
2021-03-17T17:55:19.900137,2.358,17.69,42.51,546.71,19.45,20.93,2.19,0.81,233.89,0.21,218.66,4.60,12.16,22.49
2021-03-17T17:58:20.110199,2.360,17.69,42.62,541.59,20.30,17.70,2.09,0.79,234.43,0.21,218.66,4.60,10.79,20.33
2021-03-17T18:01:20.321656,2.363,17.59,42.83,540.57,16.92,24.98,2.14,0.80,233.24,0.21,218.66,4.90,11.48,24.86
2021-03-17T18:04:20.520075,2.365,17.69,42.72,544.67,18.18,22.58,1.95,0.81,232.92,0.20,218.66,4.45,10.45,15.70
2021-03-17T18:07:20.710061,2.367,17.69,42.62,543.64,18.61,23.03,2.14,0.79,231.09,0.20,205.77,4.45,11.25,15.91
2021-03-17T18:10:20.870065,2.369,17.59,42.62,537.50,16.49,21.91,2.14,0.80,233.57,0.21,205.77,4.90,12.16,15.70
2021-03-17T18:13:21.072234,2.371,17.59,42.72,526.23,18.18,19.58,2.19,0.81,232.06,0.20,205.77,5.05,12.39,15.91
2021-03-17T18:16:21.274801,2.373,17.59,42.72,538.52,18.61,23.40,2.04,0.81,231.41,0.21,205.77,5.35,14.22,24.21
2021-03-17T18:19:21.390497,2.375,17.59,42.83,544.67,19.03,23.47,2.00,0.79,230.12,0.20,205.77,5.96,16.39,23.24
2021-03-17T18:22:21.597961,2.377,17.59,42.62,535.45,19.88,25.49,2.00,0.73,231.52,0.19,205.77,5.96,16.61,25.94
2021-03-17T18:25:21.812655,2.379,17.49,42.72,542.62,23.26,18.22,2.48,0.71,233.24,0.20,205.77,5.96,15.24,20.01
2021-03-17T18:28:22.043793,2.381,17.39,42.72,537.50,21.14,24.59,2.04,0.71,228.82,0.19,205.77,5.96,15.36,23.46
2021-03-17T18:31:22.253810,2.383,17.49,42.83,566.18,22.41,23.69,1.95,0.77,230.01,0.19,205.77,6.26,16.27,23.67
2021-03-17T18:34:22.462871,2.385,17.39,42.83,549.79,20.30,27.06,1.56,0.77,229.58,0.20,205.77,6.86,18.44,29.71
2021-03-17T18:37:22.682192,2.388,17.39,42.72,539.54,18.18,25.57,1.56,0.78,230.66,0.20,205.77,6.26,15.70,25.83
2021-03-17T18:40:22.901660,2.390,17.39,42.83,539.54,17.76,23.63,1.65,0.79,231.63,0.19,205.77,6.71,18.67,30.36
2021-03-17T18:43:23.112266,2.392,17.39,42.93,536.47,17.34,19.06,1.65,0.81,230.44,0.20,192.89,6.71,18.44,28.20
2021-03-17T18:46:23.331062,2.394,17.39,42.83,532.37,15.22,25.06,1.46,0.82,230.76,0.20,205.77,5.96,15.47,23.03
2021-03-17T18:49:23.538437,2.396,17.29,42.93,544.67,16.92,21.24,2.00,0.84,230.44,0.20,192.89,6.71,18.55,27.56
2021-03-17T18:52:23.747099,2.398,17.29,42.83,540.57,14.38,26.79,1.95,0.86,231.41,0.20,192.89,7.16,19.12,27.34
2021-03-17T18:55:23.954227,2.400,17.29,42.83,542.62,14.38,25.29,1.85,0.81,230.12,0.20,192.89,6.86,16.39,20.12
2021-03-17T18:58:24.081775,2.402,17.19,42.93,540.57,14.80,21.62,1.95,0.84,231.09,0.20,192.89,6.86,16.96,22.70
2021-03-17T19:01:24.251706,2.404,17.19,42.93,530.32,13.11,23.20,1.65,0.82,229.90,0.19,192.89,6.41,16.73,23.35
2021-03-17T19:04:24.454987,2.406,17.08,43.04,535.45,14.38,21.17,1.65,0.86,230.22,0.20,192.89,6.56,16.61,30.57
2021-03-17T19:07:24.671389,2.408,17.08,43.14,537.50,14.80,22.74,1.95,0.83,230.98,0.20,192.89,6.71,17.30,30.25
2021-03-17T19:10:24.889098,2.410,16.98,43.24,539.54,14.80,21.99,1.75,0.87,229.90,0.20,205.77,6.71,16.96,21.41
2021-03-17T19:13:25.115325,2.413,17.08,43.24,538.52,16.07,20.71,1.61,0.84,231.30,0.20,205.77,6.56,16.50,24.43
2021-03-17T19:16:25.314905,2.415,17.08,43.24,542.62,18.61,20.03,1.41,0.84,230.12,0.20,205.77,6.26,15.59,24.00
2021-03-17T19:19:25.510549,2.417,17.08,43.24,545.69,19.88,20.63,1.56,0.81,231.95,0.20,205.77,6.41,16.04,22.16
2021-03-17T19:22:25.711857,2.419,17.08,43.24,536.47,18.18,20.71,1.22,0.80,229.90,0.20,205.77,6.56,16.27,26.05
2021-03-17T19:25:25.910182,2.421,16.98,43.24,532.37,16.49,24.16,1.70,0.83,229.47,0.19,192.89,7.01,16.96,22.92
2021-03-17T19:28:26.109230,2.423,17.08,43.35,540.57,15.65,24.01,1.65,0.77,230.87,0.19,205.77,7.31,19.24,26.48
2021-03-17T19:31:26.344434,2.425,17.08,43.35,545.69,16.92,24.23,1.75,0.85,231.09,0.19,192.89,7.31,19.12,28.42
2021-03-17T19:34:26.553192,2.427,17.08,43.14,548.76,16.49,22.29,1.61,0.85,230.87,0.20,192.89,6.86,17.18,24.11
2021-03-17T19:37:26.758261,2.429,17.08,43.24,542.62,16.07,21.84,1.56,0.87,230.01,0.20,205.77,7.16,18.44,25.40
2021-03-17T19:40:26.964830,2.431,17.08,43.24,544.67,16.49,22.29,1.61,0.86,229.47,0.20,192.89,7.31,19.35,29.17
2021-03-17T19:43:27.180610,2.433,16.98,43.35,532.37,15.22,22.44,1.56,0.85,230.44,0.20,205.77,7.16,17.87,24.86
2021-03-17T19:46:27.419252,2.435,17.08,43.14,554.91,16.92,20.86,1.41,0.84,230.66,0.19,192.89,7.01,18.55,26.59
2021-03-17T19:49:27.626884,2.438,16.98,43.14,526.23,15.65,20.64,1.61,0.80,230.76,0.21,192.89,7.31,17.64,23.46
2021-03-17T19:52:27.834546,2.440,16.98,43.35,539.54,17.76,18.39,1.31,0.80,229.58,0.19,192.89,6.71,16.61,24.54
