Timestamp,Relative time (in days),T (°C),RH (%),CO2 (ppm),NO2 (ppb),O3 (ppb),NO (ppb),SO2 (ppb),CO (ppb),H2S (ppb),TVOC (µg/m3 eq.),PM1 (ug/m3),PM2.5 (ug/m3),PM10 (ug/m3)
2021-03-15T09:15:22.595793,0.000,14.14,51.49,623.54,2.11,,24.96,73.47,,0.10,1043.10,1.74,2.69,8.47
2021-03-15T09:18:22.862779,0.002,14.55,50.45,726.99,13.53,,20.10,15.56,,0.10,785.46,1.44,2.00,22.81
2021-03-15T09:21:23.090058,0.004,14.95,47.63,610.22,5.50,,20.24,8.12,,0.10,592.23,1.14,1.09,8.90
2021-03-15T09:24:23.333458,0.006,15.26,45.75,553.88,7.19,,19.61,5.93,,12.03,489.18,0.99,1.09,1.46
2021-03-15T09:27:23.561854,0.008,15.66,44.71,548.76,11.42,,20.88,4.75,,13.76,399.00,0.99,0.97,1.14
2021-03-15T09:30:23.786106,0.010,15.97,43.98,547.74,6.77,,19.47,4.25,,14.27,347.48,0.99,0.86,1.03
2021-03-15T09:33:23.910510,0.013,16.17,43.66,542.62,9.30,,19.85,3.75,,14.55,308.83,0.99,1.09,2.33
2021-03-15T09:36:24.069257,0.015,16.48,43.66,549.79,11.84,,21.07,3.58,,7.98,295.95,1.74,2.12,2.87
2021-03-15T09:39:24.278577,0.017,16.58,43.56,560.03,8.88,2.25,20.58,3.34,,2.93,270.18,13.93,31.00,89.66
2021-03-15T09:42:24.493026,0.019,16.78,42.72,554.91,5.92,0.24,20.34,3.14,,2.16,244.42,5.66,10.56,23.67
2021-03-15T09:45:24.726018,0.021,16.88,42.93,548.76,5.92,0.98,20.15,3.00,,1.77,231.54,2.65,5.88,22.60
2021-03-15T09:48:24.890335,0.023,16.98,42.83,544.67,7.61,3.52,21.12,3.05,,1.57,231.54,3.70,8.28,20.22
2021-03-15T09:51:25.030483,0.025,17.08,41.78,546.71,8.88,0.00,21.22,2.78,,1.35,244.42,4.30,7.71,22.16
2021-03-15T09:54:25.255878,0.027,17.19,42.30,549.79,7.19,3.82,20.63,2.46,,1.16,218.66,1.74,2.23,2.87
2021-03-15T09:57:25.421758,0.029,17.29,42.20,532.37,6.34,6.67,20.88,2.39,,1.04,180.01,1.29,1.32,1.79
2021-03-15T10:00:25.647345,0.031,17.29,41.99,547.74,5.92,8.10,21.12,2.33,,0.94,167.13,1.29,1.43,1.57
2021-03-15T10:03:25.859526,0.033,17.29,41.99,543.64,13.53,10.92,23.07,2.06,,0.88,167.13,1.44,1.89,2.33
2021-03-15T10:06:26.080923,0.035,17.29,41.99,545.69,8.88,11.61,21.07,2.12,,0.81,154.25,1.44,1.77,2.54
2021-03-15T10:09:26.328306,0.038,17.29,42.10,544.67,6.34,9.67,20.93,2.10,,0.76,141.36,2.20,6.80,51.60
2021-03-15T10:12:26.555621,0.040,17.39,41.78,545.69,5.50,7.65,20.83,2.08,438.28,0.70,141.36,1.74,2.34,4.27
2021-03-15T10:15:26.784559,0.042,17.29,41.68,532.37,8.88,9.36,21.36,2.04,416.17,0.66,128.48,1.89,2.80,4.16
2021-03-15T10:18:27.009118,0.044,17.39,41.68,547.74,6.77,11.61,20.78,1.99,392.12,0.63,128.48,1.59,2.00,3.19
2021-03-15T10:21:27.257978,0.046,17.39,41.78,533.40,8.46,9.66,21.02,1.92,370.76,0.59,115.60,1.74,2.12,2.43
2021-03-15T10:24:27.503644,0.048,17.39,41.57,539.54,6.34,14.91,21.31,1.75,346.71,0.57,115.60,1.59,1.77,2.87
2021-03-15T10:27:27.746776,0.050,17.49,41.36,544.67,13.53,14.66,21.95,1.72,333.12,0.53,102.72,1.59,1.89,2.33
2021-03-15T10:30:27.996190,0.052,17.39,41.36,537.50,6.77,11.61,20.68,1.85,315.54,0.52,102.72,1.59,2.00,3.08
2021-03-15T10:33:28.235638,0.054,17.49,41.36,548.76,7.61,14.76,21.22,1.85,309.72,0.50,102.72,1.74,2.46,3.73
2021-03-15T10:36:28.456754,0.056,17.49,41.16,535.45,11.42,15.42,22.04,1.68,297.42,0.48,89.84,1.74,2.00,2.65
2021-03-15T10:39:28.667365,0.058,17.59,41.26,545.69,8.88,18.34,21.27,1.64,280.81,0.46,89.84,1.44,1.89,2.54
2021-03-15T10:42:28.800528,0.060,17.59,40.84,541.59,5.92,16.33,21.12,1.63,270.13,0.44,89.84,1.89,2.57,7.07
2021-03-15T10:45:29.017839,0.063,17.59,40.43,538.52,8.88,14.60,21.27,1.60,262.04,0.43,76.95,1.74,2.12,2.54
2021-03-15T10:48:29.140475,0.065,17.69,40.22,552.86,10.57,16.02,21.46,1.54,252.44,0.40,64.07,1.74,2.34,5.99
2021-03-15T10:51:29.345284,0.067,17.79,39.90,545.69,12.26,14.44,21.80,1.56,244.68,0.39,64.07,1.74,2.12,2.54
2021-03-15T10:54:29.572647,0.069,17.90,39.90,540.57,8.03,21.94,21.27,1.57,236.48,0.38,64.07,1.89,2.46,3.62
2021-03-15T10:57:29.830576,0.071,17.90,39.59,551.84,8.46,15.28,21.46,1.57,230.33,0.37,51.19,1.59,2.34,4.05
2021-03-15T11:00:30.059055,0.073,17.90,39.38,544.67,7.19,17.68,21.75,1.55,223.64,0.36,51.19,1.59,2.12,2.43
2021-03-15T11:03:30.220634,0.075,17.90,39.28,547.74,9.30,16.92,21.75,1.38,215.77,0.35,51.19,1.74,2.34,2.76
2021-03-15T11:06:30.443757,0.077,18.00,39.07,544.67,12.26,18.93,21.90,1.36,211.67,0.34,38.31,1.44,1.55,1.79
2021-03-15T11:09:30.685644,0.079,18.00,38.96,550.81,13.96,16.60,22.34,1.34,208.98,0.33,38.31,1.44,2.00,2.65
2021-03-15T11:12:30.870537,0.081,18.10,38.65,552.86,9.30,16.92,21.85,1.45,202.61,0.31,25.43,1.29,1.55,1.79
2021-03-15T11:15:31.119073,0.083,18.10,38.75,542.62,14.80,20.12,23.02,1.27,199.59,0.31,25.43,1.59,1.89,2.22
2021-03-15T11:18:31.340119,0.085,18.10,38.02,537.50,14.80,19.37,22.58,1.26,193.88,0.29,12.54,1.59,1.89,2.43
2021-03-15T11:21:31.563238,0.088,18.20,38.44,540.57,11.42,18.04,22.19,1.34,189.56,0.29,12.54,2.50,3.37,3.62
2021-03-15T11:24:31.781963,0.090,18.20,37.92,543.64,8.46,19.77,22.97,1.35,187.19,0.29,12.54,9.27,17.87,50.30
2021-03-15T11:27:31.995597,0.092,18.20,38.23,552.86,27.49,20.82,30.37,1.08,190.10,0.28,25.43,3.25,5.77,13.22
2021-03-15T11:30:32.233489,0.094,18.30,38.23,550.81,13.53,18.40,22.14,1.37,184.28,0.28,89.84,2.04,2.80,4.91
2021-03-15T11:33:32.472028,0.096,18.30,38.34,544.67,7.61,21.12,22.29,1.40,178.88,0.28,25.43,1.74,2.34,2.76
2021-03-15T11:36:32.729095,0.098,18.40,38.44,537.50,7.19,19.92,22.19,1.43,176.62,0.28,12.54,1.44,1.77,3.08
2021-03-15T11:39:32.878869,0.100,18.40,38.34,547.74,11.84,19.61,22.92,1.30,173.81,0.27,12.54,1.89,2.69,4.16
2021-03-15T11:42:33.100089,0.102,18.40,38.65,551.84,13.11,17.58,22.19,1.37,173.81,0.27,12.54,2.50,3.03,3.41
2021-03-15T11:45:33.324140,0.104,18.50,38.23,539.54,14.38,21.17,23.60,1.24,173.27,0.26,-0.34,2.35,3.71,5.13
2021-03-15T11:48:33.561077,0.106,18.50,38.13,545.69,11.00,22.46,22.87,1.30,167.88,0.26,12.54,2.35,3.71,6.53
2021-03-15T11:51:33.787742,0.108,18.61,37.29,539.54,5.92,20.08,22.43,1.37,167.99,0.24,-0.34,2.50,3.83,8.80
2021-03-15T11:54:34.010370,0.110,18.71,37.61,539.54,7.61,21.12,22.68,1.38,166.37,0.24,-0.34,2.35,3.37,7.83
2021-03-15T11:57:34.234683,0.113,18.71,37.92,541.59,7.19,21.80,22.29,1.46,163.03,0.26,-0.34,2.95,3.71,4.05
2021-03-15T12:00:34.462803,0.115,18.81,38.13,535.45,8.03,21.94,22.87,1.40,161.95,0.25,-0.34,2.95,4.17,5.02
2021-03-15T12:03:34.684861,0.117,18.81,38.23,546.71,7.61,20.37,22.34,1.45,163.14,0.26,12.54,4.60,6.80,7.50
2021-03-15T12:06:34.928903,0.119,18.91,37.71,538.52,5.07,23.30,22.82,1.39,165.72,0.25,-0.34,2.04,2.46,2.76
2021-03-15T12:09:35.199046,0.121,19.01,38.23,533.40,5.92,27.57,22.29,1.46,163.68,0.25,-0.34,1.74,2.00,2.22
2021-03-15T12:12:35.391178,0.123,19.11,38.44,546.71,7.19,24.79,22.68,1.36,163.35,0.26,12.54,1.74,1.89,2.43
2021-03-15T12:15:35.630130,0.125,19.21,38.02,550.81,4.65,22.10,22.77,1.45,160.66,0.25,12.54,1.29,1.43,2.43
2021-03-15T12:18:35.857939,0.127,19.32,37.50,545.69,5.50,23.37,22.53,1.33,156.12,0.24,-0.34,0.99,1.20,1.57
2021-03-15T12:21:36.000186,0.129,19.32,37.08,543.64,8.03,23.44,23.21,1.32,154.29,0.22,-13.22,1.59,1.89,2.11
2021-03-15T12:24:36.222659,0.131,19.42,36.88,546.71,2.11,27.28,22.92,1.38,150.73,0.22,-13.22,2.35,2.92,3.19
2021-03-15T12:27:36.443609,0.133,19.52,36.56,535.45,4.65,24.35,23.31,1.31,145.12,0.20,-13.22,2.50,3.14,3.41
2021-03-15T12:30:36.682240,0.135,19.42,36.77,534.42,4.23,27.27,23.21,1.34,145.02,0.22,-26.10,2.50,3.94,4.70
2021-03-15T12:33:36.920227,0.138,19.52,36.67,542.62,8.88,25.08,23.41,1.25,142.32,0.21,-13.22,2.35,3.49,3.94
2021-03-15T12:36:37.150349,0.140,19.42,35.94,545.69,5.50,26.37,23.94,1.31,142.21,0.19,-26.10,2.80,3.60,8.15
2021-03-15T12:39:37.389247,0.142,19.42,36.04,537.50,9.73,23.73,23.94,1.26,141.24,0.19,-26.10,3.10,4.17,4.70
2021-03-15T12:42:37.633409,0.144,19.52,36.14,548.76,8.46,25.01,23.55,1.23,137.57,0.19,-26.10,2.80,3.71,4.27
2021-03-15T12:45:37.851375,0.146,19.62,36.14,551.84,6.77,24.72,23.07,1.29,135.85,0.19,-38.98,2.35,3.37,4.05
2021-03-15T12:48:38.072527,0.148,19.62,36.04,540.57,6.34,27.64,23.21,1.27,134.01,0.19,-38.98,2.35,2.80,3.84
2021-03-15T12:51:38.310081,0.150,19.72,35.94,532.37,4.65,29.22,23.41,1.30,133.47,0.18,-26.10,2.50,3.37,4.70
2021-03-15T12:54:38.529708,0.152,19.72,35.52,546.71,3.38,26.38,23.80,1.34,132.07,0.18,-38.98,2.20,3.14,3.84
2021-03-15T12:57:38.749152,0.154,19.72,35.20,535.45,4.65,23.23,23.65,1.31,132.07,0.17,-38.98,2.65,3.71,4.16
2021-03-15T13:00:38.969989,0.156,19.82,35.20,540.57,2.96,28.55,22.87,1.32,128.94,0.17,-38.98,2.65,3.49,3.94
2021-03-15T13:03:39.136659,0.158,19.82,34.89,541.59,2.96,26.68,23.16,1.33,129.81,0.17,-51.87,2.20,3.14,4.38
2021-03-15T13:06:39.375736,0.160,19.82,34.68,529.30,1.69,28.70,23.26,1.31,125.49,0.16,-51.87,3.85,5.65,9.12
2021-03-15T13:09:39.598284,0.163,19.82,34.16,538.52,0.85,28.56,23.26,1.34,125.60,0.15,-51.87,11.22,23.92,63.03
2021-03-15T13:12:39.821593,0.165,19.92,34.16,535.45,4.23,25.77,23.85,1.31,123.77,0.14,-64.75,4.30,7.60,16.56
2021-03-15T13:15:40.070403,0.167,20.03,35.00,539.54,3.81,27.20,23.31,1.30,123.12,0.17,-51.87,2.80,4.17,4.59
2021-03-15T13:18:40.290057,0.169,20.03,35.00,530.32,4.65,25.47,22.58,1.31,123.23,0.17,-51.87,2.35,3.26,4.38
2021-03-15T13:21:40.512798,0.171,20.03,35.10,533.40,4.23,27.65,22.68,1.31,122.37,0.17,-51.87,2.35,3.03,4.27
2021-03-15T13:24:40.753952,0.173,20.03,35.00,543.64,5.50,23.75,23.21,1.29,120.42,0.17,-38.98,2.65,3.26,3.51
2021-03-15T13:27:40.976802,0.175,20.13,35.52,540.57,4.65,31.84,22.92,1.26,120.86,0.17,-38.98,2.35,2.69,2.97
2021-03-15T13:30:41.199289,0.177,20.13,35.31,538.52,5.07,31.16,22.73,1.25,121.50,0.18,-38.98,2.65,3.49,3.94
2021-03-15T13:33:41.403499,0.179,20.23,34.79,540.57,5.92,27.94,23.16,1.26,119.45,0.17,-38.98,2.80,3.94,4.48
2021-03-15T13:36:41.645640,0.181,20.23,34.89,538.52,7.19,23.29,22.97,1.27,119.99,0.18,-38.98,2.95,4.06,4.48
2021-03-15T13:39:41.883358,0.183,20.33,34.58,533.40,3.81,31.69,22.43,1.23,120.75,0.16,-38.98,2.80,3.71,4.27
2021-03-15T13:42:42.120602,0.185,20.33,34.89,538.52,7.19,25.91,22.73,1.24,117.84,0.17,-51.87,2.80,3.83,5.13
2021-03-15T13:45:42.348615,0.188,20.33,35.10,540.57,6.77,28.84,22.43,1.24,118.27,0.17,-38.98,2.35,3.37,5.24
2021-03-15T13:48:42.586675,0.190,20.43,35.00,536.47,6.77,29.58,22.68,1.29,118.59,0.18,-38.98,2.95,4.28,4.70
2021-03-15T13:51:42.824182,0.192,20.43,35.20,541.59,6.77,28.46,22.48,1.24,118.27,0.19,-38.98,2.95,4.28,4.59
2021-03-15T13:54:43.051652,0.194,20.43,35.62,551.84,8.88,28.08,22.19,1.16,118.05,0.19,-38.98,2.95,4.40,4.70
2021-03-15T13:57:43.275138,0.196,20.43,35.20,538.52,8.46,28.75,21.85,1.26,117.19,0.19,-26.10,2.95,4.06,4.27
2021-03-15T14:00:43.495661,0.198,20.43,35.10,533.40,7.61,28.61,22.24,1.23,117.94,0.18,-38.98,2.50,3.60,3.94
2021-03-15T14:03:43.718572,0.200,20.43,35.10,533.40,7.19,29.66,21.95,1.22,117.84,0.18,-26.10,2.80,3.49,4.05
2021-03-15T14:06:43.922706,0.202,20.43,35.10,537.50,9.73,28.23,22.24,1.17,118.37,0.17,-38.98,2.80,3.60,4.38
2021-03-15T14:09:44.145151,0.204,20.43,34.89,537.50,10.15,26.80,22.29,1.15,117.84,0.18,-26.10,2.95,4.51,5.24
2021-03-15T14:12:44.383255,0.206,20.43,34.89,536.47,6.77,32.21,21.75,1.22,118.81,0.18,-38.98,2.50,3.49,3.84
2021-03-15T14:15:44.605308,0.208,20.33,34.37,550.81,9.30,28.90,21.51,1.14,114.60,0.15,-38.98,2.35,3.03,3.30
2021-03-15T14:18:44.840391,0.210,20.43,33.74,541.59,8.03,30.93,21.95,1.14,114.49,0.15,-51.87,2.35,3.49,4.48
2021-03-15T14:21:45.091298,0.213,20.33,33.85,526.23,3.81,31.32,21.36,1.20,114.49,0.14,-51.87,2.20,2.80,3.41
2021-03-15T14:24:45.272699,0.215,20.43,34.37,539.54,5.50,29.36,21.12,1.20,114.38,0.16,-51.87,2.35,2.92,3.30
2021-03-15T14:27:45.450950,0.217,20.43,33.95,538.52,6.34,28.01,21.27,1.20,110.07,0.15,-51.87,2.35,3.49,3.84
2021-03-15T14:30:45.632315,0.219,20.43,33.85,536.47,7.61,28.61,21.02,1.17,110.07,0.15,-51.87,2.65,4.06,4.38
2021-03-15T14:33:45.810981,0.221,20.43,33.64,541.59,6.34,32.13,20.78,1.20,109.31,0.14,-51.87,2.50,3.71,4.16
2021-03-15T14:36:45.992305,0.223,20.43,33.01,539.54,5.07,30.04,21.51,1.16,108.24,0.12,-64.75,2.50,3.14,3.41
2021-03-15T14:39:46.173338,0.225,20.53,33.22,536.47,5.07,32.66,20.83,1.16,106.40,0.14,-64.75,2.20,3.03,4.38
2021-03-15T14:42:46.354693,0.227,20.43,33.33,537.50,4.65,30.34,20.44,1.18,109.10,0.13,-64.75,2.04,2.92,3.19
2021-03-15T14:45:46.536105,0.229,20.53,33.22,542.62,4.65,35.21,20.34,1.18,107.48,0.14,-64.75,2.04,2.80,2.97
2021-03-15T14:48:46.717511,0.231,20.53,33.33,535.45,6.34,31.76,20.93,1.21,107.91,0.14,-64.75,2.65,3.71,4.05
2021-03-15T14:51:46.950201,0.233,20.53,33.43,535.45,7.19,32.28,20.58,1.20,106.94,0.15,-51.87,2.50,3.49,3.73
2021-03-15T14:54:47.156030,0.235,20.53,33.85,539.54,6.34,31.01,20.54,1.18,108.78,0.16,-51.87,2.80,3.83,4.27
2021-03-15T14:57:47.378344,0.238,20.53,33.53,544.67,4.23,28.77,20.20,1.23,106.62,0.15,-51.87,6.56,11.48,25.29
2021-03-15T15:00:47.596824,0.240,20.53,33.22,524.18,6.77,27.71,19.81,1.19,108.13,0.14,-64.75,3.10,4.40,5.02
2021-03-15T15:03:47.805483,0.242,20.53,33.22,534.42,6.34,28.76,19.90,1.14,106.40,0.14,-64.75,2.50,3.49,3.94
2021-03-15T15:06:48.008753,0.244,20.53,33.43,527.25,7.19,29.66,19.42,1.16,108.34,0.16,-64.75,2.80,3.49,3.73
2021-03-15T15:09:48.245426,0.246,20.43,33.64,545.69,7.61,30.11,19.76,1.16,108.13,0.16,-64.75,2.35,3.03,3.30
2021-03-15T15:12:48.457746,0.248,20.43,33.22,542.62,4.65,34.46,19.56,1.15,106.29,0.14,-51.87,2.04,2.80,3.30
2021-03-15T15:15:48.707117,0.250,20.43,33.12,538.52,5.92,30.94,20.20,1.12,107.16,0.14,-64.75,1.44,1.77,2.11
2021-03-15T15:18:48.937318,0.252,20.43,33.43,540.57,7.61,29.73,19.12,1.20,109.75,0.15,-51.87,1.14,1.32,2.33
2021-03-15T15:21:49.138283,0.254,20.43,32.91,533.40,6.34,25.39,19.12,1.14,106.83,0.15,-64.75,0.99,0.97,1.25
2021-03-15T15:24:49.338471,0.256,20.43,32.80,539.54,3.81,36.18,19.12,1.11,105.54,0.13,-64.75,0.99,1.43,1.79
2021-03-15T15:27:49.576635,0.258,20.43,33.12,535.45,9.30,30.40,19.66,1.09,106.62,0.15,-64.75,1.44,1.77,2.00
2021-03-15T15:30:49.748462,0.260,20.33,33.43,535.45,11.84,29.34,18.69,1.08,107.27,0.15,-64.75,1.59,1.77,2.11
2021-03-15T15:33:49.979903,0.263,20.33,33.01,542.62,6.77,33.70,18.88,1.11,108.67,0.15,-64.75,1.29,1.77,2.22
2021-03-15T15:36:50.179677,0.265,20.33,33.33,532.37,8.46,35.49,19.03,1.07,109.21,0.15,-64.75,0.99,1.09,1.46
2021-03-15T15:39:50.401597,0.267,20.33,33.64,536.47,11.84,33.09,18.64,1.01,108.67,0.16,-64.75,0.99,0.97,1.25
2021-03-15T15:42:50.602382,0.269,20.33,33.85,540.57,8.46,33.62,17.67,1.09,107.37,0.17,-64.75,1.14,1.20,1.46
2021-03-15T15:45:50.841843,0.271,20.33,33.95,544.67,13.53,27.76,18.74,1.04,110.50,0.17,-51.87,1.14,1.32,1.57
2021-03-15T15:48:51.064428,0.273,20.33,33.33,537.50,12.69,28.36,17.76,0.98,112.55,0.15,-51.87,0.99,0.97,1.46
2021-03-15T15:51:51.301789,0.275,20.33,33.01,537.50,12.69,27.99,18.44,1.04,109.85,0.15,-64.75,0.99,0.97,1.25
2021-03-15T15:54:51.544558,0.277,20.23,33.43,540.57,12.69,29.86,17.81,0.99,109.96,0.15,-64.75,1.44,1.32,1.57
2021-03-15T15:57:51.812451,0.279,20.23,33.43,537.50,14.80,29.11,20.58,0.93,112.12,0.17,-51.87,2.04,2.57,3.73
2021-03-15T16:00:52.029559,0.281,20.23,32.70,544.67,32.14,24.25,32.75,0.79,112.87,0.15,-51.87,2.50,3.60,5.56
2021-03-15T16:03:52.210839,0.283,20.23,33.12,534.42,14.80,32.48,17.62,1.01,105.54,0.14,-51.87,2.04,3.26,5.88
2021-03-15T16:06:52.453763,0.285,20.23,33.43,546.71,8.46,34.37,16.89,1.09,105.00,0.15,-64.75,2.80,3.83,4.05
2021-03-15T16:09:52.674445,0.288,20.33,33.74,537.50,8.03,32.80,16.40,1.17,106.40,0.17,-51.87,2.50,3.37,3.84
2021-03-15T16:12:52.916297,0.290,20.33,33.64,543.64,9.30,30.77,16.69,1.16,106.19,0.17,-51.87,2.20,3.26,3.84
2021-03-15T16:15:53.137832,0.292,20.33,33.53,539.54,8.88,30.70,16.98,1.14,106.94,0.16,-38.98,2.20,2.80,3.08
2021-03-15T16:18:53.358407,0.294,20.33,33.85,537.50,10.15,30.17,17.08,1.15,108.78,0.19,-51.87,2.35,3.14,3.62
2021-03-15T16:21:53.601389,0.296,20.33,34.06,543.64,9.30,32.65,16.01,1.14,109.96,0.17,-51.87,2.20,2.80,3.19
2021-03-15T16:24:53.846712,0.298,20.43,34.37,536.47,10.15,35.41,16.16,1.14,110.50,0.20,-38.98,2.20,2.80,3.30
2021-03-15T16:27:54.065319,0.300,20.33,34.16,534.42,10.15,30.92,16.16,1.16,113.95,0.18,-51.87,2.35,3.37,3.84
2021-03-15T16:30:54.288451,0.302,20.43,33.85,537.50,11.00,36.68,16.30,1.04,112.66,0.19,-38.98,2.04,2.57,2.97
2021-03-15T16:33:54.510605,0.304,20.33,33.43,537.50,11.84,28.97,16.40,1.09,113.63,0.17,-51.87,3.10,4.28,4.70
2021-03-15T16:36:54.731182,0.306,20.33,33.85,536.47,20.30,28.19,22.43,0.93,127.97,0.19,-38.98,4.00,4.74,5.88
2021-03-15T16:39:54.953045,0.308,20.33,34.06,549.79,31.29,31.22,27.35,0.82,132.72,0.19,-26.10,9.11,13.76,19.25
2021-03-15T16:42:55.175670,0.310,20.43,33.53,540.57,10.57,36.98,15.77,1.00,121.72,0.16,-38.98,2.35,3.14,8.04
2021-03-15T16:45:55.394730,0.313,20.53,33.22,547.74,29.18,31.60,29.54,0.63,140.92,0.17,-38.98,4.00,6.11,7.93
2021-03-15T16:48:55.620101,0.315,20.63,32.80,546.71,39.33,34.11,39.08,0.57,148.79,0.14,25.43,2.35,2.80,3.08
2021-03-15T16:51:55.845955,0.317,20.74,33.12,559.01,48.21,33.78,55.96,0.52,150.41,0.16,25.43,1.89,2.34,2.65
2021-03-15T16:54:56.071835,0.319,20.74,33.85,541.59,21.57,29.53,17.62,0.95,120.64,0.15,-38.98,1.74,2.23,2.76
2021-03-15T16:57:56.220454,0.321,20.84,33.43,544.67,30.03,30.62,21.56,0.76,127.97,0.16,-38.98,1.59,1.77,2.00
2021-03-15T17:00:56.440459,0.323,20.84,33.12,545.69,19.03,33.96,17.71,0.90,124.95,0.14,-38.98,1.59,1.55,1.90
2021-03-15T17:03:56.640611,0.325,20.94,32.91,539.54,19.45,29.54,16.89,0.96,121.39,0.14,-51.87,1.29,1.32,1.57
2021-03-15T17:06:56.875541,0.327,21.04,32.49,539.54,20.72,30.51,17.32,0.91,120.42,0.13,-51.87,1.44,1.55,1.90
2021-03-15T17:09:57.102223,0.329,21.04,32.18,543.64,21.57,29.90,20.49,0.80,116.86,0.12,-38.98,2.50,3.03,3.41
2021-03-15T17:12:57.332905,0.331,21.14,32.59,563.10,47.36,36.25,50.03,0.41,148.04,0.16,-0.34,2.50,2.69,3.30
2021-03-15T17:15:57.554419,0.333,21.14,32.49,544.67,30.45,31.44,22.14,0.74,123.23,0.13,-38.98,1.59,1.66,2.22
2021-03-15T17:18:57.780779,0.335,21.14,32.28,542.62,21.14,32.08,17.23,0.87,121.29,0.12,-51.87,1.29,1.32,1.46
2021-03-15T17:21:58.025418,0.337,21.24,32.18,543.64,19.88,32.61,16.89,0.88,116.22,0.13,-51.87,1.29,1.32,1.46
2021-03-15T17:24:58.261771,0.340,21.14,31.55,545.69,8.46,35.12,16.69,1.11,112.87,0.11,-64.75,2.80,4.17,4.48
2021-03-15T17:27:58.488741,0.342,21.14,32.18,541.59,6.77,31.83,16.21,1.14,109.42,0.12,-64.75,3.40,5.31,6.64
2021-03-15T17:30:58.768583,0.344,21.24,32.49,534.42,5.07,35.28,16.25,1.13,109.31,0.14,-64.75,1.74,2.23,2.65
2021-03-15T17:33:58.990684,0.346,21.24,32.59,536.47,10.15,34.66,15.72,1.03,110.72,0.14,-64.75,1.44,1.66,1.90
2021-03-15T17:36:59.216582,0.348,21.24,32.70,539.54,17.76,34.86,16.94,0.85,117.62,0.14,-51.87,1.29,1.55,1.68
2021-03-15T17:39:59.461670,0.350,21.24,32.70,544.67,19.88,31.86,17.03,0.92,117.51,0.14,-51.87,1.29,1.77,2.33
2021-03-15T17:42:59.684156,0.352,21.34,31.76,539.54,16.49,37.26,15.72,0.89,116.33,0.12,-51.87,1.14,1.32,1.57
2021-03-15T17:45:59.920557,0.354,21.34,32.18,542.62,12.69,38.85,16.21,0.90,113.31,0.13,-64.75,1.29,1.66,2.65
2021-03-15T17:49:00.141918,0.356,21.34,31.97,542.62,21.99,31.85,17.71,0.81,121.39,0.12,-51.87,1.29,1.43,1.68
2021-03-15T17:52:00.372014,0.358,21.34,32.28,538.52,24.95,33.86,18.10,0.82,120.42,0.13,-51.87,1.59,1.89,2.11
2021-03-15T17:55:00.592841,0.360,21.34,32.70,539.54,11.00,35.56,14.65,1.05,112.98,0.14,-51.87,2.04,2.69,3.62
2021-03-15T17:58:00.763201,0.362,21.34,33.12,529.30,23.26,30.57,17.18,0.91,121.29,0.16,-38.98,1.74,1.89,2.00
2021-03-15T18:01:00.984534,0.365,21.34,32.80,535.45,9.73,35.71,14.70,1.09,113.95,0.16,-51.87,1.29,1.55,2.65
2021-03-15T18:04:01.205642,0.367,21.34,33.22,535.45,17.76,35.98,15.96,0.85,123.23,0.17,-51.87,1.44,1.77,2.87
2021-03-15T18:07:01.450393,0.369,21.34,32.59,548.76,17.34,32.17,15.52,0.91,121.18,0.16,-51.87,1.29,1.43,3.19
2021-03-15T18:10:01.672177,0.371,21.34,33.01,547.74,10.57,35.86,14.21,1.00,118.81,0.16,-38.98,1.74,3.26,9.87
2021-03-15T18:13:01.898785,0.373,21.34,32.59,540.57,13.96,33.45,15.62,0.86,119.88,0.16,-38.98,1.59,2.34,7.29
2021-03-15T18:16:02.137047,0.375,21.34,33.12,537.50,22.41,33.80,15.96,0.81,125.60,0.17,-38.98,1.44,1.55,1.79
2021-03-15T18:19:02.358509,0.377,21.34,32.91,529.30,17.34,38.91,14.94,0.93,122.04,0.16,-38.98,1.29,1.77,2.43
2021-03-15T18:22:02.600037,0.379,21.34,32.80,537.50,16.07,31.57,14.75,0.87,118.59,0.16,-38.98,1.44,1.77,2.00
2021-03-15T18:25:02.823062,0.381,21.34,32.91,537.50,33.83,37.65,32.60,0.36,139.84,0.17,-26.10,3.10,3.37,3.73
2021-03-15T18:28:03.044953,0.383,21.34,33.33,572.32,70.20,36.84,89.35,0.25,186.00,0.17,38.31,8.66,13.19,19.69
2021-03-15T18:31:03.262075,0.385,21.34,32.70,567.20,59.63,35.38,90.17,0.31,157.42,0.17,25.43,4.30,6.91,14.40
2021-03-15T18:34:03.485131,0.387,21.34,33.12,535.45,24.53,32.29,18.78,0.92,118.27,0.14,-38.98,5.96,10.68,24.43
2021-03-15T18:37:03.640479,0.390,21.34,32.91,544.67,11.84,34.96,13.67,1.09,117.30,0.15,-38.98,4.00,6.45,7.50
2021-03-15T18:40:03.872376,0.392,21.45,32.80,543.64,8.88,40.06,13.33,1.02,117.73,0.16,-38.98,3.85,5.65,7.83
2021-03-15T18:43:04.069505,0.394,21.45,33.22,538.52,11.84,32.71,13.58,1.01,117.30,0.19,-38.98,3.40,5.08,5.45
2021-03-15T18:46:04.274004,0.396,21.45,33.33,528.28,11.42,33.76,14.21,1.05,120.10,0.19,-38.98,3.25,4.28,4.59
